Store,Date,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
11,10/19/12,73.77,3.594,2344.65,NA,153.97,409.53,2739.63,226.9688442,6.034,FALSE
11,10/26/12,74.26,3.506,4115.64,147.27,153,1060.9,3936.2,226.9873637,6.034,FALSE
11,11/2/12,62.23,3.386,17795.33,6233.15,44.62,12979.82,3359.51,227.0058832,6.034,FALSE
11,11/9/12,68.71,3.314,10591.76,1860.93,214.24,1144.92,4599.73,227.0244026,6.034,FALSE
11,11/16/12,60.8,3.252,12103.43,48.93,58.93,2113.4,8327.81,227.0569237,6.034,FALSE
11,11/23/12,61.69,3.211,1875.86,0.13,82490.58,529.16,636.43,227.1081136,6.034,TRUE
11,11/30/12,58.36,3.207,2302.4,0.03,7756.82,87.75,6745.14,227.1593035,6.034,FALSE
11,12/7/12,66.39,3.198,8922.92,NA,520,1939.53,16327.19,227.2104933,6.034,FALSE
11,12/14/12,55.46,3.168,2299.38,NA,179,11.94,2687.63,227.2717348,6.034,FALSE
11,12/21/12,59.94,3.098,3403.69,82.92,176.74,6.44,1303.99,227.3932855,6.034,FALSE
11,12/28/12,52.26,3.108,15963.84,38545.15,474.72,3.8,3974.11,227.5148363,6.034,TRUE
12,1/6/12,50.43,3.599,11181.59,33829.84,36.96,624.05,10152.27,130.1575161,12.187,FALSE
12,1/13/12,48.07,3.657,6935.5,23438.57,NA,2289.8,9526.73,130.244,12.187,FALSE
12,1/20/12,46.2,3.66,4167.27,5161.57,5.84,2552.39,3854.53,130.2792258,12.187,FALSE
12,1/27/12,50.43,3.675,1201.31,631.79,NA,104.69,1050.85,130.3144516,12.187,FALSE
12,2/3/12,50.58,3.702,60740.64,3779.65,43.08,48403.53,20348.16,130.3496774,12.187,FALSE
12,2/10/12,52.27,3.722,20281.03,2551.32,14.99,10597.74,7457.16,130.3849032,12.187,TRUE
12,2/17/12,51.8,3.781,17708.64,8549.74,2.88,14234.76,5960.69,130.4546207,12.187,FALSE
12,2/24/12,53.13,3.95,12862.31,5681.93,2,2401.22,5131.37,130.5502069,12.187,FALSE
12,3/2/12,52.27,4.178,15046.69,2131.62,12.84,4574.95,3428.27,130.6457931,12.187,FALSE
12,3/9/12,54.54,4.25,8404.29,2192.75,3.91,1479.91,5882.51,130.7413793,12.187,FALSE
12,3/16/12,64.44,4.273,9582.27,731.87,4.02,1589.97,2365.63,130.8261935,12.187,FALSE
12,3/23/12,56.26,4.038,3865.96,1496.18,7.35,1951.11,1440.31,130.8966452,12.187,FALSE
12,3/30/12,64.36,4.294,13644.08,115.67,8.34,1885.51,2291.86,130.9670968,12.187,FALSE
12,4/6/12,64.05,4.121,11772.46,NA,61.63,3885.06,4225.11,131.0375484,11.627,FALSE
12,4/13/12,64.28,4.254,9681.11,2934.51,14.08,1944.35,3103.61,131.108,11.627,FALSE
12,4/20/12,66.73,4.222,8679.29,1265.97,7.7,878.01,4358.86,131.1173333,11.627,FALSE
12,4/27/12,77.99,4.193,2936.01,336.39,26.18,613.65,740.83,131.1266667,11.627,FALSE
12,5/4/12,76.03,4.171,10073.64,NA,76.29,1671.53,3721.62,131.136,11.627,FALSE
12,5/11/12,77.27,4.186,13083.53,NA,8.54,1378.68,2071.31,131.1453333,11.627,FALSE
12,5/18/12,84.51,4.11,20882.5,NA,3.73,9506.75,2091.67,131.0983226,11.627,FALSE
12,5/25/12,83.84,4.293,8220.32,NA,373.92,2185.46,1825.94,131.0287742,11.627,FALSE
12,6/1/12,78.11,4.277,7512.07,NA,43.71,3666.37,4109.01,130.9592258,11.627,FALSE
12,6/8/12,84.83,4.103,10421.58,93.2,160.4,2385.69,4837.21,130.8896774,11.627,FALSE
12,6/15/12,85.94,4.144,15025.58,33.4,2.51,4573.57,2283.27,130.8295333,11.627,FALSE
12,6/22/12,91.61,4.014,10233.14,67.6,3.65,4693.44,3618.64,130.7929,11.627,FALSE
12,6/29/12,90.47,3.875,7439.99,47.6,NA,1330.36,4873.87,130.7562667,11.627,FALSE
12,7/6/12,89.13,3.765,10804.73,-0.6,3.33,5397.84,4395.03,130.7196333,10.926,FALSE
12,7/13/12,95.61,3.723,8699.07,20,0.06,5542.53,2781.14,130.683,10.926,FALSE
12,7/20/12,85.53,3.726,5799,59.68,37.56,5292.33,3376.66,130.7012903,10.926,FALSE
12,7/27/12,93.47,3.769,8217.72,41.28,2.31,9211.05,5507.68,130.7195806,10.926,FALSE
12,8/3/12,88.16,3.76,41059.39,69.7,45.73,22802.96,2743.18,130.737871,10.926,FALSE
12,8/10/12,95.91,3.811,10844.78,79.4,38.62,6513.42,2756.59,130.7561613,10.926,FALSE
12,8/17/12,94.87,4.002,7487.95,25.5,6.6,5107.54,4876.34,130.7909677,10.926,FALSE
12,8/24/12,85.32,4.055,10712.3,86.08,70,7981.57,3515.91,130.8381613,10.926,FALSE
12,8/31/12,89.78,4.093,30055.26,13.2,116.87,11860.18,3746.24,130.8853548,10.926,FALSE
12,9/7/12,88.52,4.124,17640.02,84,46.18,3202.21,2634.17,130.9325484,10.926,TRUE
12,9/14/12,83.64,4.133,6928.05,NA,19.56,863.95,5776.08,130.9776667,10.926,FALSE
12,9/21/12,82.97,4.125,11918.13,156.82,388.52,3290.61,7953.53,131.0103333,10.926,FALSE
12,9/28/12,81.22,3.966,3068.35,27.82,0.22,1307.43,3605.14,131.043,10.926,FALSE
12,10/5/12,81.61,3.966,8953.66,NA,44.83,7731.09,3269.62,131.0756667,10.199,FALSE
12,10/12/12,71.74,4.468,1986.92,NA,16.75,910.5,4225.2,131.1083333,10.199,FALSE
12,10/19/12,68.66,4.449,1810.87,NA,8.48,640.64,2250.86,131.1499677,10.199,FALSE
12,10/26/12,65.95,4.301,13749.1,104.54,56,2402.63,4813.93,131.1930968,10.199,FALSE
12,11/2/12,63.22,4.099,16343.61,4621.69,118.14,7805.38,4247.26,131.2362258,10.199,FALSE
12,11/9/12,65.31,3.951,7692.83,7429.95,77.86,3662.83,3157.95,131.2793548,10.199,FALSE
12,11/16/12,49.39,3.834,13835.16,237.82,51.29,6519.99,5196.47,131.3258,10.199,FALSE
12,11/23/12,58.07,3.759,5143.24,NA,91073.56,3757.15,1381.84,131.3766667,10.199,TRUE
12,11/30/12,57.03,3.581,4876.87,7.5,8549.38,813.77,4832.18,131.4275333,10.199,FALSE
12,12/7/12,57.83,3.668,13375.6,NA,338,6510.29,12971.31,131.4784,10.199,FALSE
12,12/14/12,49.74,3.467,4264.3,NA,193,872.87,17128.48,131.537,10.199,FALSE
12,12/21/12,42.83,3.393,5849.99,129.88,183.01,1591.66,2264.8,131.642,10.199,FALSE
12,12/28/12,43.35,3.48,10344.3,35051.68,196.76,486.88,518.83,131.747,10.199,TRUE
13,1/6/12,33.8,3.08,6809.96,37106.52,179.77,1922.55,7481.58,130.1575161,6.104,FALSE
13,1/13/12,25.61,3.056,3627.07,14887.88,119.93,798.48,4668.82,130.244,6.104,FALSE
13,1/20/12,32.71,3.047,3150.56,6765.52,87.63,1196.17,3136.96,130.2792258,6.104,FALSE
13,1/27/12,34.32,3.058,3743,3744.31,108.46,253.99,3511.82,130.3144516,6.104,FALSE
13,2/3/12,31.39,3.077,53423.29,5822.12,282.08,57817.56,9654.23,130.3496774,6.104,FALSE
13,2/10/12,33.73,3.116,9264.48,8292.73,179.72,18849.21,9083.54,130.3849032,6.104,TRUE
13,2/17/12,36.57,3.119,21621.16,16497.47,25.52,13643.83,14660.97,130.4546207,6.104,FALSE
13,2/24/12,35.38,3.145,16404.54,12013.87,3.4,2584.12,5126.53,130.5502069,6.104,FALSE
13,3/2/12,32.36,3.242,25204.67,2436.75,167.88,16066.76,7289.69,130.6457931,6.104,FALSE
13,3/9/12,38.24,3.38,9173.97,339.05,9.44,1300.75,7479.12,130.7413793,6.104,FALSE
13,3/16/12,52.5,3.529,8901.34,637.7,3.85,6169.81,2446.53,130.8261935,6.104,FALSE
13,3/23/12,47.83,3.671,3489.61,75.36,2.52,827.19,3427.9,130.8966452,6.104,FALSE
13,3/30/12,53.2,3.734,10556.61,43.54,15.84,1116.83,8179.03,130.9670968,6.104,FALSE
13,4/6/12,48.85,3.793,9249.62,NA,59.94,3969.24,6016.86,131.0375484,5.965,FALSE
13,4/13/12,51.7,3.833,7419.44,19610.52,54.65,3021.51,3374.9,131.108,5.965,FALSE
13,4/20/12,50.24,3.845,22464.84,8216.22,70.45,1561.38,7307.24,131.1173333,5.965,FALSE
13,4/27/12,64.8,3.842,4626.7,0.11,67.16,104.18,3280.73,131.1266667,5.965,FALSE
13,5/4/12,54.41,3.831,15589.85,NA,337.47,7557.14,5025.28,131.136,5.965,FALSE
13,5/11/12,56.47,3.809,14566.92,86,60.34,6009.18,4224.91,131.1453333,5.965,FALSE
13,5/18/12,65.17,3.808,7623.14,NA,86.99,2583.46,3312.67,131.0983226,5.965,FALSE
13,5/25/12,62.39,3.801,7282.07,NA,416.15,1048.83,7293.87,131.0287742,5.965,FALSE
13,6/1/12,61.11,3.788,8868.86,123,37.87,3793.73,6276.31,130.9592258,5.965,FALSE
13,6/8/12,68.4,3.776,12461.96,406.6,254.19,1450.62,8952.93,130.8896774,5.965,FALSE
13,6/15/12,65.97,3.756,8819.8,416.5,0.22,3496.08,6331.52,130.8295333,5.965,FALSE
13,6/22/12,72.89,3.737,9298.46,565.14,1.79,4025.82,8626.51,130.7929,5.965,FALSE
13,6/29/12,82,3.681,4768.5,446.92,NA,743.34,4076.02,130.7562667,5.965,FALSE
13,7/6/12,79.23,3.63,14357.07,337.7,89.85,8820.75,5507.25,130.7196333,5.765,FALSE
13,7/13/12,83.68,3.595,6330.74,220.42,1.17,4033.74,4225.77,130.683,5.765,FALSE
13,7/20/12,75.69,3.556,6060.59,133.34,35.23,1518.75,6675.69,130.7012903,5.765,FALSE
13,7/27/12,80.42,3.537,6699.6,96.56,5.2,8723.87,6650.26,130.7195806,5.765,FALSE
13,8/3/12,81.99,3.512,48280.91,73.92,98.64,13485.99,7765.27,130.737871,5.765,FALSE
13,8/10/12,81.69,3.509,6249.06,70.38,51.09,3258.43,7070.04,130.7561613,5.765,FALSE
13,8/17/12,79.4,3.545,5063.08,6.76,40.96,2344.61,5594.85,130.7909677,5.765,FALSE
13,8/24/12,77.37,3.582,9360.8,71.92,179.51,8290.49,6291.99,130.8381613,5.765,FALSE
13,8/31/12,79.18,3.624,21327.53,50.44,88.44,9444.6,3872.19,130.8853548,5.765,FALSE
13,9/7/12,70.65,3.689,17452.15,18.74,69.23,4472.17,5180.78,130.9325484,5.765,TRUE
13,9/14/12,68.55,3.749,13208.43,NA,28.06,1300.16,10484.98,130.9776667,5.765,FALSE
13,9/21/12,67.96,3.821,10671.71,141.83,46,2465.37,12372.29,131.0103333,5.765,FALSE
13,9/28/12,64.8,3.821,5197.64,63.1,2.6,3022.73,9779.77,131.043,5.765,FALSE
13,10/5/12,61.79,3.815,6607.14,NA,50.6,3943.91,7700.91,131.0756667,5.621,FALSE
13,10/12/12,55.1,3.797,1927.15,NA,9.72,518.97,11269.24,131.1083333,5.621,FALSE
13,10/19/12,52.06,3.781,2753.9,NA,8.84,775.96,6978.9,131.1499677,5.621,FALSE
13,10/26/12,46.97,3.755,10192.49,364.57,150,1714.15,5563.92,131.1930968,5.621,FALSE
13,11/2/12,52.55,3.702,22673.11,15133.42,65.54,8135.66,5449.98,131.2362258,5.621,FALSE
13,11/9/12,50.48,3.663,31930.04,19452.26,88.2,668.89,4941.57,131.2793548,5.621,FALSE
13,11/16/12,33.3,3.612,13357.31,4584.74,302.19,970.32,7968.28,131.3258,5.621,FALSE
13,11/23/12,46.21,3.562,2088.09,-0.05,149483.31,756.99,1176.1,131.3766667,5.621,TRUE
13,11/30/12,41.64,3.524,5858.02,NA,11470.92,173.18,7018.08,131.4275333,5.621,FALSE
13,12/7/12,43.67,3.456,9753.88,NA,1258.51,2777.92,21807.99,131.4784,5.621,FALSE
13,12/14/12,35.62,3.379,2816.36,NA,189,1679.56,2416,131.537,5.621,FALSE
13,12/21/12,29.9,3.263,4655.55,82.92,263.93,41.68,2105.14,131.642,5.621,FALSE
13,12/28/12,30.07,3.147,20297.6,52850.71,828.32,50.19,1947.25,131.747,5.621,TRUE
14,1/6/12,35.88,3.422,10428.95,39234.09,839.74,981.17,15911.56,189.1940558,8.424,FALSE
14,1/13/12,41.18,3.513,4605.8,21593.85,636.54,727.57,4054.79,189.3260962,8.424,FALSE
14,1/20/12,31.85,3.533,5037.95,4952.93,860.9,2560.08,5386.74,189.4214733,8.424,FALSE
14,1/27/12,37.93,3.567,3468.31,2195.14,689.52,252.01,2128.36,189.5168505,8.424,FALSE
14,2/3/12,42.96,3.617,78124.5,4232.19,788.56,46081.94,14550.73,189.6122277,8.424,FALSE
14,2/10/12,37,3.64,17118.97,6533.16,285.82,11597.23,6174.43,189.7076048,8.424,TRUE
14,2/17/12,36.85,3.695,23664.75,13769.67,143.36,11965.7,10506.12,189.8424834,8.424,FALSE
14,2/24/12,42.86,3.739,15074.23,8644.89,4.2,4450.84,7278.87,190.0069881,8.424,FALSE
14,3/2/12,41.55,3.816,20212.56,1991.38,46.67,11970.8,6876.57,190.1714927,8.424,FALSE
14,3/9/12,45.52,3.848,15710.87,1050.48,1.49,2302.28,2702.96,190.3359973,8.424,FALSE
14,3/16/12,50.56,3.862,6021.47,280.43,5.5,1814.5,1581.84,190.4618964,8.424,FALSE
14,3/23/12,59.45,3.9,4718.7,348.81,6.85,353.11,3726.39,190.5363213,8.424,FALSE
14,3/30/12,50.04,3.953,11267.8,185.8,8.84,1152.46,2509.18,190.6107463,8.424,FALSE
14,4/6/12,49.73,3.996,8376.85,NA,81.19,3578.4,4857.19,190.6851712,8.567,FALSE
14,4/13/12,51.83,4.044,5236.77,13739.76,51.75,984.02,2638.42,190.7595962,8.567,FALSE
14,4/20/12,63.13,4.027,32124.49,6870.09,100.15,2213.04,3706.04,190.8138013,8.567,FALSE
14,4/27/12,53.2,4.004,3548.09,0.35,45.88,78.21,4193.26,190.8680064,8.567,FALSE
14,5/4/12,55.21,3.951,21068.05,NA,128.13,5490.93,2764.55,190.9222115,8.567,FALSE
14,5/11/12,61.24,3.889,10626.27,NA,131.11,1664.04,10557.13,190.9764167,8.567,FALSE
14,5/18/12,66.3,3.848,8818.97,NA,8.88,1297.39,3330.23,190.9964479,8.567,FALSE
14,5/25/12,67.21,3.798,11421.79,NA,634.52,1071.25,3204.72,191.0028096,8.567,FALSE
14,6/1/12,74.48,3.742,7765.54,11,185.64,2473.3,2603.92,191.0091712,8.567,FALSE
14,6/8/12,64.3,3.689,4636.1,570.2,172.7,1103.04,8024.53,191.0155329,8.567,FALSE
14,6/15/12,71.93,3.62,10737.66,423.4,5.06,1904.52,3823.07,191.0299731,8.567,FALSE
14,6/22/12,74.22,3.564,10291.35,317,4.3,3292.07,6115.51,191.0646096,8.567,FALSE
14,6/29/12,75.22,3.506,4575.3,211.7,NA,304.94,2686.11,191.0992462,8.567,FALSE
14,7/6/12,82.99,3.475,7024.93,416.3,83.47,6927.24,6002.43,191.1338827,8.684,FALSE
14,7/13/12,79.97,3.523,9158.47,-2.5,5.37,4516.68,2574.55,191.1685192,8.684,FALSE
14,7/20/12,78.89,3.567,4564.87,58.48,19.69,1418.34,3764.15,191.1670428,8.684,FALSE
14,7/27/12,77.2,3.647,4945.52,113.66,4.1,10751.35,3298.31,191.1655664,8.684,FALSE
14,8/3/12,76.58,3.654,17465.29,37.82,110.8,13149.34,5089.95,191.16409,8.684,FALSE
14,8/10/12,78.65,3.722,32432.09,23.68,32.44,4309.81,3570.81,191.1626135,8.684,FALSE
14,8/17/12,75.71,3.807,4625.55,62.5,5.84,2100.73,2663.23,191.2284919,8.684,FALSE
14,8/24/12,72.62,3.834,6647.88,34.56,255.31,6931.8,9414.1,191.3448865,8.684,FALSE
14,8/31/12,75.09,3.867,24718.73,9.94,120.98,14110.32,3332.99,191.461281,8.684,FALSE
14,9/7/12,75.7,3.911,6623.84,6.97,34.35,2720.17,5498.39,191.5776756,8.684,TRUE
14,9/14/12,67.87,3.948,11320.02,NA,28.2,855.45,1743.58,191.69985,8.684,FALSE
14,9/21/12,65.32,4.038,21474.27,98.28,29.88,1924.92,15282.51,191.8567038,8.684,FALSE
14,9/28/12,64.88,3.997,3816.64,38.19,8.16,2545.14,3536.04,192.0135577,8.684,FALSE
14,10/5/12,64.89,3.985,9219.05,NA,12.04,3592,3300.66,192.1704115,8.667,FALSE
14,10/12/12,54.47,4,3214.56,NA,20.28,822.73,7207.7,192.3272654,8.667,FALSE
14,10/19/12,56.47,3.969,4192.74,NA,17.46,1076.25,3839.99,192.3308542,8.667,FALSE
14,10/26/12,58.85,3.882,9258.41,99.19,117.84,1489.28,1433.31,192.3088989,8.667,FALSE
14,11/2/12,52.45,3.787,14502.36,27807.59,65.98,9137.86,10309.95,192.2869435,8.667,FALSE
14,11/9/12,41.2,3.771,7505.03,13686.34,141.08,704.1,3790.53,192.2649882,8.667,FALSE
14,11/16/12,45.61,3.75,57257.78,1301.94,132.74,1355.51,6149.94,192.2616192,8.667,FALSE
14,11/23/12,43.08,3.748,1144.07,0.04,105691.67,242.1,1415.51,192.2830321,8.667,TRUE
14,11/30/12,37.43,3.729,2912.49,7.5,7324.57,159.88,6351.54,192.3044449,8.667,FALSE
14,12/7/12,45.53,3.688,13923.99,NA,247,3458,12715.04,192.3258577,8.667,FALSE
14,12/14/12,43.55,3.637,2671.82,NA,147,1661.11,3096.94,192.3585484,8.667,FALSE
14,12/21/12,43.54,3.577,5301.52,576.5,306.28,174.34,3874.92,192.4589063,8.667,FALSE
14,12/28/12,35.96,3.563,14283.51,45767.78,430.44,47.67,2128.13,192.5592643,8.667,TRUE
15,1/6/12,30.24,3.585,5597.99,17413.82,18.8,646.2,3098.77,136.698129,7.943,FALSE
15,1/13/12,36.26,3.666,1684.66,8959.27,1,487.76,542.9,136.753,7.943,FALSE
15,1/20/12,21.39,3.705,2637.43,3151.32,NA,265.47,2257.53,136.8564194,7.943,FALSE
15,1/27/12,30.87,3.737,875.81,2072.02,NA,58.58,1418.14,136.9598387,7.943,FALSE
15,2/3/12,35.3,3.796,25565.53,3425.96,56.72,19303.94,3230.99,137.0632581,7.943,FALSE
15,2/10/12,31.91,3.826,5140.44,5527.21,10.39,9439.38,6371.82,137.1666774,7.943,TRUE
15,2/17/12,30.26,3.874,17822.56,7914.95,1.76,11094.94,4922.19,137.2583103,7.943,FALSE
15,2/24/12,33.18,3.917,6881.03,5859.12,1,3607.57,4147.13,137.3411034,7.943,FALSE
15,3/2/12,33.24,3.983,11611.99,1749.22,27.4,7977.5,2327.04,137.4238966,7.943,FALSE
15,3/9/12,36.97,4.021,7926.63,615.68,1.49,2126.98,2194.94,137.5066897,7.943,FALSE
15,3/16/12,47.42,4.021,3518.76,104.88,2.98,797.26,1364.77,137.5843871,7.943,FALSE
15,3/23/12,58.92,4.054,7318.86,118.73,0.5,3744.04,1224.93,137.6552903,7.943,FALSE
15,3/30/12,42.65,4.098,4292.7,72.67,3,1169.95,2965.23,137.7261935,7.943,FALSE
15,4/6/12,40.01,4.143,8567.95,NA,46.32,1144.78,3518.73,137.7970968,8.15,FALSE
15,4/13/12,43.52,4.187,3408.63,3269.14,13.58,1547.19,1809.75,137.868,8.15,FALSE
15,4/20/12,54.47,4.17,4577.67,1678.35,5.9,1094.79,1830.84,137.9230667,8.15,FALSE
15,4/27/12,41.57,4.163,1863.53,NA,9.82,192.32,1271.7,137.9781333,8.15,FALSE
15,5/4/12,51.04,4.124,8300.37,NA,110.97,3056.54,1610.94,138.0332,8.15,FALSE
15,5/11/12,54.23,4.055,11017,NA,11.17,1287.37,2683.72,138.0882667,8.15,FALSE
15,5/18/12,58.84,4.029,5226.88,NA,8.93,546.11,1281.16,138.1065806,8.15,FALSE
15,5/25/12,67.97,3.979,6258.04,NA,482.11,928.64,1315.99,138.1101935,8.15,FALSE
15,6/1/12,67.61,3.915,3762,22.8,41.98,1170.77,2160.94,138.1138065,8.15,FALSE
15,6/8/12,59.35,3.871,4658.21,269,0.19,399.04,3998.9,138.1174194,8.15,FALSE
15,6/15/12,67.7,3.786,3453.42,478.6,0.01,404.11,3862.9,138.1295333,8.15,FALSE
15,6/22/12,74.28,3.722,3816.09,1314,NA,667.31,2567,138.1629,8.15,FALSE
15,6/29/12,68.91,3.667,3076.48,589.4,NA,1770.01,2113.3,138.1962667,8.15,FALSE
15,7/6/12,74.64,3.646,4916.59,270.1,24.22,1747.41,2772.41,138.2296333,8.193,FALSE
15,7/13/12,72.62,3.689,3376.03,189.6,50.02,942.78,753.32,138.263,8.193,FALSE
15,7/20/12,75.31,3.732,1131.83,179.69,31.31,274.96,1321.82,138.2331935,8.193,FALSE
15,7/27/12,73.9,3.82,2403.14,122.34,0.87,2132.06,1082.9,138.2033871,8.193,FALSE
15,8/3/12,73.13,3.819,7251.41,216.62,0.48,4906.29,1420.37,138.1735806,8.193,FALSE
15,8/10/12,73.99,3.863,15384.57,19.31,100.34,1649.99,1552.05,138.1437742,8.193,FALSE
15,8/17/12,70.29,3.963,3690.95,10.66,0.3,788.18,1176.04,138.1857097,8.193,FALSE
15,8/24/12,66.98,3.997,3669.07,-6.69,NA,2813.59,1610.18,138.2814516,8.193,FALSE
15,8/31/12,71.42,4.026,5501.66,135.77,27.69,1513.49,2862.32,138.3771935,8.193,FALSE
15,9/7/12,71.61,4.076,7925.48,13.2,15.69,1684.3,1941.32,138.4729355,8.193,TRUE
15,9/14/12,65.44,4.088,5163.64,NA,1.49,922.73,3154.77,138.5673,8.193,FALSE
15,9/21/12,60.34,4.203,3412.14,91,28.5,118.17,1880.31,138.6534,8.193,FALSE
15,9/28/12,57.13,4.158,5223.97,19.73,0.66,1260.77,5490.76,138.7395,8.193,FALSE
15,10/5/12,59.57,4.151,2337.37,NA,6.22,1443.89,1892.94,138.8256,7.992,FALSE
15,10/12/12,49.12,4.186,1351.82,NA,5.8,500.2,3631.62,138.9117,7.992,FALSE
15,10/19/12,52.89,4.153,710.9,NA,1.68,176.01,1098.68,138.8336129,7.992,FALSE
15,10/26/12,55.75,4.071,4657.77,-7.01,100,1077.51,1234.65,138.7281613,7.992,FALSE
15,11/2/12,47.36,3.97,4565.57,5904.29,9,1437.77,1226.03,138.6227097,7.992,FALSE
15,11/9/12,36.32,3.947,3353.41,4293.32,38.06,340.26,1717.27,138.5172581,7.992,FALSE
15,11/16/12,44.4,3.942,8728.86,557.12,27.12,1840.54,2216.52,138.4473,7.992,FALSE
15,11/23/12,39.82,3.978,400.27,NA,76740.95,358.47,758.91,138.4246667,7.992,TRUE
15,11/30/12,34.04,3.966,1577.33,NA,4241,130.62,4568.23,138.4020333,7.992,FALSE
15,12/7/12,40.95,3.92,6919.92,NA,212.32,1316.86,4165.76,138.3794,7.992,FALSE
15,12/14/12,37.66,3.869,5258.35,NA,22,336.24,1206.87,138.3685484,7.992,FALSE
15,12/21/12,38.6,3.816,2568.77,NA,45,113.9,1639.7,138.4283871,7.992,FALSE
15,12/28/12,28.16,3.785,5278.56,17261.44,5.01,34.08,254.53,138.4882258,7.992,TRUE
16,1/6/12,26.49,3.095,443.59,5524.49,15.7,35.25,3296.96,196.5458309,6.162,FALSE
16,1/13/12,19.55,3.077,1353.58,2551.73,0.24,289.67,1899.49,196.7330517,6.162,FALSE
16,1/20/12,29.3,3.055,2087.19,1399.47,5.58,75.83,4742.74,196.7796652,6.162,FALSE
16,1/27/12,28.17,3.038,612.01,1011.32,NA,8.41,2482.91,196.8262786,6.162,FALSE
16,2/3/12,25.53,3.031,32702.46,747.82,2.39,8063.07,2940.68,196.8728921,6.162,FALSE
16,2/10/12,23.69,3.103,7247.14,985.13,0.45,9481.58,6298.1,196.9195056,6.162,TRUE
16,2/17/12,31.19,3.113,5656.83,2712.39,NA,2883.67,4484.79,196.9432711,6.162,FALSE
16,2/24/12,26.21,3.129,12120.37,2778.82,NA,1634.92,4210.7,196.9499007,6.162,FALSE
16,3/2/12,23.4,3.191,8501.55,871.52,NA,2066.16,3207.63,196.9565303,6.162,FALSE
16,3/9/12,28.16,3.286,5302.57,557.02,3.17,5974.36,3037.04,196.9631599,6.162,FALSE
16,3/16/12,38.02,3.486,3501.15,0.3,1.33,1396.55,1515.46,197.0457208,6.162,FALSE
16,3/23/12,38.7,3.664,1462.21,2.5,4.43,367.45,1256.65,197.2295234,6.162,FALSE
16,3/30/12,48.29,3.75,3404.77,NA,5,188.8,1133.72,197.4133259,6.162,FALSE
16,4/6/12,48.93,3.854,7612.73,NA,43.82,897.11,5294.18,197.5971285,6.169,FALSE
16,4/13/12,45.83,3.901,3532.73,1368.42,22,214.95,1983.5,197.780931,6.169,FALSE
16,4/20/12,43.61,3.936,2479.18,582.08,22.92,558.25,1659.22,197.7227385,6.169,FALSE
16,4/27/12,59.69,3.927,3351.91,205.74,16.41,366.79,2049.94,197.664546,6.169,FALSE
16,5/4/12,51.34,3.903,3332.89,NA,35.34,766.61,2282.68,197.6063534,6.169,FALSE
16,5/11/12,53.57,3.87,4814.92,NA,61.11,343.64,837.48,197.5481609,6.169,FALSE
16,5/18/12,56.74,3.837,5303.48,NA,96.9,765.65,2341.97,197.5553137,6.169,FALSE
16,5/25/12,57.36,3.804,990.24,NA,123.98,321.46,1405.5,197.5886046,6.169,FALSE
16,6/1/12,58.97,3.764,4078.25,22.4,60.41,98.46,968.96,197.6218954,6.169,FALSE
16,6/8/12,65.43,3.741,3644.68,37.2,63.9,611.78,5520.95,197.6551863,6.169,FALSE
16,6/15/12,65.36,3.723,7027.33,141.8,125.91,642.76,1980.96,197.692292,6.169,FALSE
16,6/22/12,70.41,3.735,1291.33,201,0.27,696.47,1682.13,197.7389345,6.169,FALSE
16,6/29/12,77.31,3.693,731.74,107.4,NA,455.32,1375.35,197.785577,6.169,FALSE
16,7/6/12,70.49,3.646,1559.36,68.8,13.1,420.62,6013.75,197.8322195,6.061,FALSE
16,7/13/12,70.29,3.613,2375.53,17.9,2.07,983.3,1834.23,197.8788621,6.061,FALSE
16,7/20/12,68.43,3.585,1115.42,105.35,4.69,196.54,948.69,197.9290378,6.061,FALSE
16,7/27/12,69,3.57,589.03,31.77,NA,855.31,1457.52,197.9792136,6.061,FALSE
16,8/3/12,68.59,3.528,4801.46,NA,NA,3030.35,2945.89,198.0293893,6.061,FALSE
16,8/10/12,70.24,3.509,7036.67,11.2,11,3031.99,2296.61,198.0795651,6.061,FALSE
16,8/17/12,62.07,3.545,408.1,NA,1.1,870.38,604.8,198.1001057,6.061,FALSE
16,8/24/12,61.44,3.558,1556.47,16,3.34,869.05,1691.12,198.0984199,6.061,FALSE
16,8/31/12,64.19,3.556,8702.4,NA,35.78,3576.08,4493.67,198.0967341,6.061,FALSE
16,9/7/12,60.09,3.596,2291.22,-9.98,37.43,411.53,1576.74,198.0950484,6.061,TRUE
16,9/14/12,56.69,3.659,5323.84,NA,9.3,1307.03,4474.84,198.1267184,6.061,FALSE
16,9/21/12,56.48,3.765,3913.62,1.91,NA,143.35,5661,198.358523,6.061,FALSE
16,9/28/12,51.4,3.789,2130.57,3.82,NA,583.9,1409.43,198.5903276,6.061,FALSE
16,10/5/12,50.46,3.779,2228.83,NA,23.32,1534.31,4451.29,198.8221322,5.847,FALSE
16,10/12/12,43.26,3.76,522.32,NA,11.09,40.2,5247.6,199.0539368,5.847,FALSE
16,10/19/12,40.59,3.75,1278.03,NA,1.16,16.38,1395.48,199.1481963,5.847,FALSE
16,10/26/12,40.99,3.686,2285.52,20.48,NA,201.97,1237.41,199.2195317,5.847,FALSE
16,11/2/12,38.2,3.604,2826.02,984.41,4.46,274.18,1411.99,199.2908671,5.847,FALSE
