Store,Dept,Date,Weekly_Sales,IsHoliday
12,95,2/3/12,45456.57,FALSE
13,95,2/3/12,131569.73,FALSE
14,95,2/3/12,134515.8,FALSE
15,95,2/3/12,23572.83,FALSE
16,95,2/3/12,27626.3,FALSE
17,95,2/3/12,52965.7,FALSE
18,95,2/3/12,57581.89,FALSE
19,95,2/3/12,85715.49,FALSE
20,95,2/3/12,142344.53,FALSE
21,95,2/3/12,41454.96,FALSE
22,95,2/3/12,55346.08,FALSE
23,95,2/3/12,50521.47,FALSE
24,95,2/3/12,83159.08,FALSE
25,95,2/3/12,41507.78,FALSE
26,95,2/3/12,64609.05,FALSE
27,95,2/3/12,105856.87,FALSE
28,95,2/3/12,104928.44,FALSE
29,95,2/3/12,29513.48,FALSE
30,95,2/3/12,44324.75,FALSE
31,95,2/3/12,102730.73,FALSE
32,95,2/3/12,83004.87,FALSE
33,95,2/3/12,25589.53,FALSE
34,95,2/3/12,68871.7,FALSE
35,95,2/3/12,36661.67,FALSE
36,95,2/3/12,31540.17,FALSE
37,95,2/3/12,50381.18,FALSE
38,95,2/3/12,44990.84,FALSE
39,95,2/3/12,102171.66,FALSE
40,95,2/3/12,64831.58,FALSE
41,95,2/3/12,83713.53,FALSE
42,95,2/3/12,61877.06,FALSE
43,95,2/3/12,64885.51,FALSE
44,95,2/3/12,31057.33,FALSE
45,95,2/3/12,51125.95,FALSE
1,96,2/3/12,33512.06,FALSE
2,96,2/3/12,31230.69,FALSE
3,96,2/3/12,2845.54,FALSE
4,96,2/3/12,38789.14,FALSE
5,96,2/3/12,6375.3,FALSE
6,96,2/3/12,26285.37,FALSE
7,96,2/3/12,2288.56,FALSE
9,96,2/3/12,3044.03,FALSE
10,96,2/3/12,11674.73,FALSE
11,96,2/3/12,19111.36,FALSE
13,96,2/3/12,7517.54,FALSE
15,96,2/3/12,1902.41,FALSE
16,96,2/3/12,161.46,FALSE
17,96,2/3/12,501.11,FALSE
18,96,2/3/12,5.2,FALSE
19,96,2/3/12,10558.88,FALSE
22,96,2/3/12,7,FALSE
23,96,2/3/12,11589.1,FALSE
24,96,2/3/12,9819.64,FALSE
26,96,2/3/12,14595.67,FALSE
27,96,2/3/12,13548.22,FALSE
28,96,2/3/12,27029.77,FALSE
30,96,2/3/12,18247.18,FALSE
31,96,2/3/12,27762.54,FALSE
32,96,2/3/12,1710.99,FALSE
33,96,2/3/12,9081.04,FALSE
34,96,2/3/12,17527.4,FALSE
36,96,2/3/12,13005.15,FALSE
37,96,2/3/12,18093.93,FALSE
38,96,2/3/12,12301.71,FALSE
39,96,2/3/12,24423.46,FALSE
40,96,2/3/12,11707.66,FALSE
41,96,2/3/12,2087.8,FALSE
42,96,2/3/12,16530.83,FALSE
43,96,2/3/12,20665.42,FALSE
44,96,2/3/12,1985.4,FALSE
1,97,2/3/12,33473.25,FALSE
2,97,2/3/12,38176.53,FALSE
3,97,2/3/12,523.63,FALSE
4,97,2/3/12,39138.96,FALSE
5,97,2/3/12,799.87,FALSE
6,97,2/3/12,19015.73,FALSE
7,97,2/3/12,5817.51,FALSE
8,97,2/3/12,15959.02,FALSE
10,97,2/3/12,5302.21,FALSE
11,97,2/3/12,15938.24,FALSE
12,97,2/3/12,2320.48,FALSE
13,97,2/3/12,25098.24,FALSE
14,97,2/3/12,24285.74,FALSE
15,97,2/3/12,1554.8,FALSE
16,97,2/3/12,2397.78,FALSE
17,97,2/3/12,7973.67,FALSE
18,97,2/3/12,7892.99,FALSE
19,97,2/3/12,17423.5,FALSE
20,97,2/3/12,24527.65,FALSE
21,97,2/3/12,3315.52,FALSE
22,97,2/3/12,4275.23,FALSE
23,97,2/3/12,8097.46,FALSE
24,97,2/3/12,16683.35,FALSE
25,97,2/3/12,2640.08,FALSE
26,97,2/3/12,12495.83,FALSE
27,97,2/3/12,16815.82,FALSE
28,97,2/3/12,27388.42,FALSE
29,97,2/3/12,2147.3,FALSE
30,97,2/3/12,13153.78,FALSE
31,97,2/3/12,29330.37,FALSE
32,97,2/3/12,15825.22,FALSE
33,97,2/3/12,4797.11,FALSE
34,97,2/3/12,16863.99,FALSE
35,97,2/3/12,2914.79,FALSE
36,97,2/3/12,5011.81,FALSE
37,97,2/3/12,13577.76,FALSE
38,97,2/3/12,10858.99,FALSE
39,97,2/3/12,23285.5,FALSE
40,97,2/3/12,15701.3,FALSE
41,97,2/3/12,18777.49,FALSE
42,97,2/3/12,17074.91,FALSE
43,97,2/3/12,16535.79,FALSE
44,97,2/3/12,6277.24,FALSE
45,97,2/3/12,6161.44,FALSE
1,98,2/3/12,11906.88,FALSE
2,98,2/3/12,12270.02,FALSE
3,98,2/3/12,5.48,FALSE
4,98,2/3/12,14308.61,FALSE
6,98,2/3/12,10819.07,FALSE
7,98,2/3/12,258.13,FALSE
8,98,2/3/12,5882.53,FALSE
10,98,2/3/12,0.97,FALSE
11,98,2/3/12,8521.09,FALSE
12,98,2/3/12,1011.38,FALSE
13,98,2/3/12,14103.52,FALSE
14,98,2/3/12,16716.92,FALSE
15,98,2/3/12,285.54,FALSE
16,98,2/3/12,15.64,FALSE
17,98,2/3/12,111.68,FALSE
18,98,2/3/12,1695.26,FALSE
19,98,2/3/12,11432.23,FALSE
20,98,2/3/12,17260.38,FALSE
21,98,2/3/12,4.76,FALSE
22,98,2/3/12,126.58,FALSE
23,98,2/3/12,12.98,FALSE
24,98,2/3/12,7792.53,FALSE
25,98,2/3/12,1243.23,FALSE
26,98,2/3/12,6402.12,FALSE
27,98,2/3/12,9503.81,FALSE
28,98,2/3/12,10169.24,FALSE
29,98,2/3/12,140,FALSE
30,98,2/3/12,2796.41,FALSE
31,98,2/3/12,9856.46,FALSE
32,98,2/3/12,7055.34,FALSE
33,98,2/3/12,6361.7,FALSE
34,98,2/3/12,7532.53,FALSE
36,98,2/3/12,7169.03,FALSE
37,98,2/3/12,4857.64,FALSE
38,98,2/3/12,5046.05,FALSE
39,98,2/3/12,9024.71,FALSE
40,98,2/3/12,6749.32,FALSE
41,98,2/3/12,7810.01,FALSE
42,98,2/3/12,6122.09,FALSE
43,98,2/3/12,8251.41,FALSE
44,98,2/3/12,3123.65,FALSE
45,98,2/3/12,654.52,FALSE
1,99,2/3/12,130,FALSE
2,99,2/3/12,40,FALSE
4,99,2/3/12,20,FALSE
6,99,2/3/12,20,FALSE
11,99,2/3/12,30,FALSE
13,99,2/3/12,40,FALSE
14,99,2/3/12,20,FALSE
19,99,2/3/12,30,FALSE
20,99,2/3/12,70,FALSE
24,99,2/3/12,70,FALSE
26,99,2/3/12,80,FALSE
27,99,2/3/12,70,FALSE
28,99,2/3/12,10,FALSE
31,99,2/3/12,30.02,FALSE
32,99,2/3/12,10,FALSE
34,99,2/3/12,20,FALSE
39,99,2/3/12,60,FALSE
40,99,2/3/12,10,FALSE
41,99,2/3/12,30,FALSE
1,1,3/2/12,23510.49,FALSE
2,1,3/2/12,28813.06,FALSE
3,1,3/2/12,8925.18,FALSE
4,1,3/2/12,40680.72,FALSE
5,1,3/2/12,10252.35,FALSE
6,1,3/2/12,22832.08,FALSE
7,1,3/2/12,10326.44,FALSE
8,1,3/2/12,14684.61,FALSE
9,1,3/2/12,11937.48,FALSE
10,1,3/2/12,36444,FALSE
11,1,3/2/12,20147.53,FALSE
12,1,3/2/12,17382.12,FALSE
13,1,3/2/12,40584.76,FALSE
14,1,3/2/12,24639.71,FALSE
15,1,3/2/12,11440.05,FALSE
16,1,3/2/12,9756.59,FALSE
17,1,3/2/12,24612.72,FALSE
18,1,3/2/12,17483.71,FALSE
19,1,3/2/12,19033.38,FALSE
20,1,3/2/12,35899.22,FALSE
21,1,3/2/12,15062.72,FALSE
22,1,3/2/12,20263.99,FALSE
23,1,3/2/12,29369.44,FALSE
24,1,3/2/12,16210.32,FALSE
25,1,3/2/12,16222.88,FALSE
26,1,3/2/12,15586.93,FALSE
27,1,3/2/12,28754.84,FALSE
28,1,3/2/12,21546.21,FALSE
29,1,3/2/12,14279.55,FALSE
30,1,3/2/12,8804.43,FALSE
31,1,3/2/12,17732.88,FALSE
32,1,3/2/12,22583.58,FALSE
33,1,3/2/12,3345.71,FALSE
34,1,3/2/12,22155.74,FALSE
35,1,3/2/12,14975.18,FALSE
36,1,3/2/12,2156.11,FALSE
37,1,3/2/12,11328.25,FALSE
38,1,3/2/12,8632,FALSE
39,1,3/2/12,23169.26,FALSE
40,1,3/2/12,17068.69,FALSE
41,1,3/2/12,21175.22,FALSE
42,1,3/2/12,9810.83,FALSE
43,1,3/2/12,6358.67,FALSE
44,1,3/2/12,8045.64,FALSE
45,1,3/2/12,15721.57,FALSE
1,2,3/2/12,54322.24,FALSE
2,2,3/2/12,71322.01,FALSE
3,2,3/2/12,20418.72,FALSE
4,2,3/2/12,101578.47,FALSE
5,2,3/2/12,13081.04,FALSE
6,2,3/2/12,50229.31,FALSE
7,2,3/2/12,24487.82,FALSE
8,2,3/2/12,41174.51,FALSE
9,2,3/2/12,27556.27,FALSE
10,2,3/2/12,109394.82,FALSE
11,2,3/2/12,62817.57,FALSE
12,2,3/2/12,81788.91,FALSE
13,2,3/2/12,76526.7,FALSE
14,2,3/2/12,77422.08,FALSE
15,2,3/2/12,23747.79,FALSE
16,2,3/2/12,22280.96,FALSE
17,2,3/2/12,42458.98,FALSE
18,2,3/2/12,61419.07,FALSE
19,2,3/2/12,49110.79,FALSE
20,2,3/2/12,86212.64,FALSE
21,2,3/2/12,46064.97,FALSE
22,2,3/2/12,55826.91,FALSE
23,2,3/2/12,64470.15,FALSE
24,2,3/2/12,37225.09,FALSE
25,2,3/2/12,34527.98,FALSE
26,2,3/2/12,24494.13,FALSE
27,2,3/2/12,70187.17,FALSE
28,2,3/2/12,63133.07,FALSE
29,2,3/2/12,25108.83,FALSE
30,2,3/2/12,12215.75,FALSE
31,2,3/2/12,61103.84,FALSE
32,2,3/2/12,47573.5,FALSE
33,2,3/2/12,8034.73,FALSE
34,2,3/2/12,35454.41,FALSE
35,2,3/2/12,40208.54,FALSE
36,2,3/2/12,12611.06,FALSE
37,2,3/2/12,17182,FALSE
38,2,3/2/12,12933.84,FALSE
39,2,3/2/12,67102.6,FALSE
40,2,3/2/12,27069.05,FALSE
41,2,3/2/12,49706.3,FALSE
42,2,3/2/12,17018.47,FALSE
43,2,3/2/12,21281.03,FALSE
44,2,3/2/12,10092.33,FALSE
45,2,3/2/12,37297.6,FALSE
1,3,3/2/12,12485.78,FALSE
2,3,3/2/12,14335.61,FALSE
3,3,3/2/12,5541.12,FALSE
4,3,3/2/12,17288.22,FALSE
5,3,3/2/12,3914.2,FALSE
6,3,3/2/12,14679.27,FALSE
7,3,3/2/12,8848.4,FALSE
8,3,3/2/12,9428.18,FALSE
9,3,3/2/12,7747.25,FALSE
10,3,3/2/12,26061.84,FALSE
11,3,3/2/12,13994.13,FALSE
12,3,3/2/12,17241.56,FALSE
13,3,3/2/12,21696.19,FALSE
14,3,3/2/12,17413.47,FALSE
15,3,3/2/12,8240.61,FALSE
16,3,3/2/12,6948.1,FALSE
17,3,3/2/12,17020.88,FALSE
18,3,3/2/12,14275.87,FALSE
19,3,3/2/12,15207.65,FALSE
20,3,3/2/12,16060.17,FALSE
21,3,3/2/12,11535.44,FALSE
22,3,3/2/12,10784.07,FALSE
23,3,3/2/12,15813.18,FALSE
24,3,3/2/12,9240.08,FALSE
25,3,3/2/12,9915.17,FALSE
26,3,3/2/12,7228.73,FALSE
27,3,3/2/12,16034.09,FALSE
28,3,3/2/12,12246.71,FALSE
29,3,3/2/12,8211.76,FALSE
30,3,3/2/12,679.54,FALSE
31,3,3/2/12,9984.06,FALSE
32,3,3/2/12,11909.02,FALSE
33,3,3/2/12,399.91,FALSE
34,3,3/2/12,8132.24,FALSE
35,3,3/2/12,10422.94,FALSE
36,3,3/2/12,411.7,FALSE
37,3,3/2/12,1268.44,FALSE
38,3,3/2/12,586.98,FALSE
39,3,3/2/12,14538.67,FALSE
40,3,3/2/12,6051.55,FALSE
41,3,3/2/12,13488.67,FALSE
42,3,3/2/12,852.62,FALSE
43,3,3/2/12,1040.18,FALSE
44,3,3/2/12,563.9,FALSE
45,3,3/2/12,8804.67,FALSE
1,4,3/2/12,40274.83,FALSE
2,4,3/2/12,45476.69,FALSE
3,4,3/2/12,10169.59,FALSE
4,4,3/2/12,60366.8,FALSE
5,4,3/2/12,10696.3,FALSE
6,4,3/2/12,33079.48,FALSE
7,4,3/2/12,17543.14,FALSE
8,4,3/2/12,22785.92,FALSE
9,4,3/2/12,18608.83,FALSE
10,4,3/2/12,50461.41,FALSE
11,4,3/2/12,30536.38,FALSE
12,4,3/2/12,29308.63,FALSE
13,4,3/2/12,44867.21,FALSE
14,4,3/2/12,52993.98,FALSE
15,4,3/2/12,11704.53,FALSE
16,4,3/2/12,14027.64,FALSE
17,4,3/2/12,23327.36,FALSE
18,4,3/2/12,26825.07,FALSE
19,4,3/2/12,30944.27,FALSE
20,4,3/2/12,53949.55,FALSE
21,4,3/2/12,18515.25,FALSE
22,4,3/2/12,32793.08,FALSE
23,4,3/2/12,28984.86,FALSE
24,4,3/2/12,26497.57,FALSE
25,4,3/2/12,18948.92,FALSE
26,4,3/2/12,24204.94,FALSE
27,4,3/2/12,41155.41,FALSE
28,4,3/2/12,31372.3,FALSE
29,4,3/2/12,14538.08,FALSE
30,4,3/2/12,12162.47,FALSE
31,4,3/2/12,36629.78,FALSE
32,4,3/2/12,29698.84,FALSE
33,4,3/2/12,6309.68,FALSE
34,4,3/2/12,20396.85,FALSE
35,4,3/2/12,18542.75,FALSE
36,4,3/2/12,8128.68,FALSE
37,4,3/2/12,19500.95,FALSE
38,4,3/2/12,12301.72,FALSE
39,4,3/2/12,45707.37,FALSE
40,4,3/2/12,25029.74,FALSE
41,4,3/2/12,31367.73,FALSE
42,4,3/2/12,15282.25,FALSE
43,4,3/2/12,18586.77,FALSE
44,4,3/2/12,8036.94,FALSE
45,4,3/2/12,25370.71,FALSE
1,5,3/2/12,28307.43,FALSE
2,5,3/2/12,35533.52,FALSE
3,5,3/2/12,16221.04,FALSE
4,5,3/2/12,45931.01,FALSE
5,5,3/2/12,6966.16,FALSE
6,5,3/2/12,33190.69,FALSE
7,5,3/2/12,13568.83,FALSE
8,5,3/2/12,21920.09,FALSE
9,5,3/2/12,22285.57,FALSE
10,5,3/2/12,59209.34,FALSE
11,5,3/2/12,36547.71,FALSE
12,5,3/2/12,28568.51,FALSE
13,5,3/2/12,45232.09,FALSE
14,5,3/2/12,24379.01,FALSE
15,5,3/2/12,13217.5,FALSE
16,5,3/2/12,11886.02,FALSE
17,5,3/2/12,25929.86,FALSE
18,5,3/2/12,22179.46,FALSE
19,5,3/2/12,24266.44,FALSE
20,5,3/2/12,49953.6,FALSE
21,5,3/2/12,12870.2,FALSE
22,5,3/2/12,18452.4,FALSE
23,5,3/2/12,32378.35,FALSE
24,5,3/2/12,26007.62,FALSE
25,5,3/2/12,11101.23,FALSE
26,5,3/2/12,16479.02,FALSE
27,5,3/2/12,22303.64,FALSE
28,5,3/2/12,33166.18,FALSE
29,5,3/2/12,10064.39,FALSE
30,5,3/2/12,440.02,FALSE
31,5,3/2/12,17842.76,FALSE
32,5,3/2/12,17906.21,FALSE
33,5,3/2/12,45,FALSE
34,5,3/2/12,19954.56,FALSE
35,5,3/2/12,17174.95,FALSE
36,5,3/2/12,151.25,FALSE
37,5,3/2/12,1069.34,FALSE
38,5,3/2/12,334.6,FALSE
39,5,3/2/12,16356.05,FALSE
40,5,3/2/12,19394.52,FALSE
41,5,3/2/12,23149.88,FALSE
42,5,3/2/12,722.68,FALSE
43,5,3/2/12,1249.7,FALSE
44,5,3/2/12,575.3,FALSE
45,5,3/2/12,14219.1,FALSE
1,6,3/2/12,3981.09,FALSE
2,6,3/2/12,5239.88,FALSE
3,6,3/2/12,1393.1,FALSE
4,6,3/2/12,5564.47,FALSE
5,6,3/2/12,1043.44,FALSE
6,6,3/2/12,2734.02,FALSE
7,6,3/2/12,4289.79,FALSE
8,6,3/2/12,1941.86,FALSE
9,6,3/2/12,1603.56,FALSE
10,6,3/2/12,6856.52,FALSE
11,6,3/2/12,5314.4,FALSE
12,6,3/2/12,3597.6,FALSE
13,6,3/2/12,6024.71,FALSE
14,6,3/2/12,4156.42,FALSE
15,6,3/2/12,3142.08,FALSE
16,6,3/2/12,4104.96,FALSE
17,6,3/2/12,3905.1,FALSE
18,6,3/2/12,2145.69,FALSE
19,6,3/2/12,3538.36,FALSE
20,6,3/2/12,4182.63,FALSE
21,6,3/2/12,2292.45,FALSE
22,6,3/2/12,2968.19,FALSE
23,6,3/2/12,3691.4,FALSE
24,6,3/2/12,3448.06,FALSE
25,6,3/2/12,1867.13,FALSE
26,6,3/2/12,1122.5,FALSE
27,6,3/2/12,2695.71,FALSE
28,6,3/2/12,4260.04,FALSE
29,6,3/2/12,1473.9,FALSE
30,6,3/2/12,7.94,FALSE
31,6,3/2/12,1940.01,FALSE
32,6,3/2/12,3713.04,FALSE
34,6,3/2/12,1657.11,FALSE
35,6,3/2/12,2745.16,FALSE
37,6,3/2/12,7.94,FALSE
38,6,3/2/12,57.46,FALSE
39,6,3/2/12,1511.66,FALSE
40,6,3/2/12,2362.42,FALSE
41,6,3/2/12,2543.62,FALSE
45,6,3/2/12,2853.82,FALSE
1,7,3/2/12,16556.71,FALSE
2,7,3/2/12,22087.93,FALSE
3,7,3/2/12,9054.03,FALSE
4,7,3/2/12,32007.65,FALSE
5,7,3/2/12,4690.19,FALSE
6,7,3/2/12,20812.34,FALSE
7,7,3/2/12,8330.41,FALSE
8,7,3/2/12,12678.65,FALSE
9,7,3/2/12,9117.89,FALSE
10,7,3/2/12,37853.16,FALSE
11,7,3/2/12,23460.24,FALSE
12,7,3/2/12,21786.35,FALSE
13,7,3/2/12,31366.4,FALSE
14,7,3/2/12,26701.9,FALSE
15,7,3/2/12,12962.29,FALSE
16,7,3/2/12,7155.07,FALSE
17,7,3/2/12,11721.1,FALSE
18,7,3/2/12,20707.42,FALSE
19,7,3/2/12,20928.05,FALSE
20,7,3/2/12,33519.59,FALSE
21,7,3/2/12,13640.77,FALSE
22,7,3/2/12,16888.73,FALSE
23,7,3/2/12,20568.64,FALSE
24,7,3/2/12,16541.22,FALSE
25,7,3/2/12,9931.9,FALSE
26,7,3/2/12,10419.18,FALSE
27,7,3/2/12,22821.93,FALSE
28,7,3/2/12,25849.25,FALSE
29,7,3/2/12,10429.47,FALSE
30,7,3/2/12,162.65,FALSE
31,7,3/2/12,12158.32,FALSE
32,7,3/2/12,13398.67,FALSE
33,7,3/2/12,189.41,FALSE
34,7,3/2/12,12030.76,FALSE
35,7,3/2/12,16626.23,FALSE
36,7,3/2/12,433.11,FALSE
37,7,3/2/12,565.52,FALSE
38,7,3/2/12,163.76,FALSE
39,7,3/2/12,25792.91,FALSE
40,7,3/2/12,9989.74,FALSE
41,7,3/2/12,17356.48,FALSE
42,7,3/2/12,398.41,FALSE
43,7,3/2/12,513,FALSE
44,7,3/2/12,235.15,FALSE
45,7,3/2/12,13346.39,FALSE
1,8,3/2/12,40069.47,FALSE
2,8,3/2/12,62315.55,FALSE
3,8,3/2/12,8920.87,FALSE
4,8,3/2/12,66493.24,FALSE
5,8,3/2/12,13832.27,FALSE
6,8,3/2/12,51419.83,FALSE
7,8,3/2/12,14459.07,FALSE
8,8,3/2/12,28836.18,FALSE
9,8,3/2/12,22030.82,FALSE
10,8,3/2/12,90014.84,FALSE
11,8,3/2/12,36132.17,FALSE
12,8,3/2/12,47538.51,FALSE
13,8,3/2/12,39080.76,FALSE
14,8,3/2/12,54804.27,FALSE
15,8,3/2/12,21334.49,FALSE
16,8,3/2/12,14806.4,FALSE
17,8,3/2/12,21890.7,FALSE
18,8,3/2/12,30365.82,FALSE
19,8,3/2/12,43701.39,FALSE
20,8,3/2/12,85173.58,FALSE
21,8,3/2/12,18661.69,FALSE
22,8,3/2/12,37193.13,FALSE
23,8,3/2/12,38428.97,FALSE
24,8,3/2/12,47157.32,FALSE
25,8,3/2/12,29620.75,FALSE
26,8,3/2/12,31780.4,FALSE
27,8,3/2/12,39533.03,FALSE
28,8,3/2/12,36823.59,FALSE
29,8,3/2/12,21302.14,FALSE
30,8,3/2/12,11736.58,FALSE
31,8,3/2/12,25138.97,FALSE
32,8,3/2/12,25494.59,FALSE
33,8,3/2/12,4716.98,FALSE
34,8,3/2/12,26518.54,FALSE
35,8,3/2/12,16001.16,FALSE
36,8,3/2/12,3463.09,FALSE
37,8,3/2/12,16957.4,FALSE
38,8,3/2/12,10991.59,FALSE
39,8,3/2/12,36229.59,FALSE
40,8,3/2/12,37528.52,FALSE
41,8,3/2/12,35818.42,FALSE
42,8,3/2/12,19872.86,FALSE
43,8,3/2/12,12903.68,FALSE
44,8,3/2/12,4832.75,FALSE
45,8,3/2/12,35231.75,FALSE
1,9,3/2/12,19427.31,FALSE
2,9,3/2/12,24443.97,FALSE
3,9,3/2/12,7588.52,FALSE
4,9,3/2/12,29597.57,FALSE
5,9,3/2/12,5143.14,FALSE
6,9,3/2/12,28002.43,FALSE
7,9,3/2/12,15291.99,FALSE
8,9,3/2/12,8411.77,FALSE
9,9,3/2/12,8745.14,FALSE
10,9,3/2/12,58453.3,FALSE
11,9,3/2/12,14886.96,FALSE
12,9,3/2/12,13128.1,FALSE
13,9,3/2/12,20509.2,FALSE
14,9,3/2/12,12637.75,FALSE
15,9,3/2/12,6157.96,FALSE
16,9,3/2/12,8951.75,FALSE
17,9,3/2/12,11852.54,FALSE
18,9,3/2/12,8979.45,FALSE
19,9,3/2/12,15474.79,FALSE
20,9,3/2/12,22649.58,FALSE
21,9,3/2/12,11889.75,FALSE
22,9,3/2/12,16609.82,FALSE
23,9,3/2/12,24304.14,FALSE
24,9,3/2/12,9671.71,FALSE
25,9,3/2/12,7555.94,FALSE
26,9,3/2/12,7325.99,FALSE
27,9,3/2/12,13479.45,FALSE
28,9,3/2/12,15114.6,FALSE
29,9,3/2/12,6643.36,FALSE
30,9,3/2/12,126.64,FALSE
31,9,3/2/12,6822.87,FALSE
32,9,3/2/12,11802.26,FALSE
34,9,3/2/12,12145.51,FALSE
35,9,3/2/12,7490.97,FALSE
37,9,3/2/12,14.06,FALSE
38,9,3/2/12,30.27,FALSE
39,9,3/2/12,14438.75,FALSE
40,9,3/2/12,8152.81,FALSE
41,9,3/2/12,15876.79,FALSE
42,9,3/2/12,90.69,FALSE
43,9,3/2/12,165.63,FALSE
44,9,3/2/12,28.3,FALSE
45,9,3/2/12,10355.13,FALSE
1,10,3/2/12,33524.28,FALSE
2,10,3/2/12,39020.89,FALSE
3,10,3/2/12,11277.87,FALSE
4,10,3/2/12,36617.53,FALSE
5,10,3/2/12,8459.46,FALSE
6,10,3/2/12,47491.67,FALSE
7,10,3/2/12,18403.13,FALSE
8,10,3/2/12,20201.51,FALSE
9,10,3/2/12,11181.57,FALSE
10,10,3/2/12,41975.65,FALSE
11,10,3/2/12,21129.03,FALSE
12,10,3/2/12,15762.97,FALSE
13,10,3/2/12,22263.68,FALSE
14,10,3/2/12,17331.34,FALSE
15,10,3/2/12,9292.78,FALSE
16,10,3/2/12,9454.68,FALSE
17,10,3/2/12,10581.58,FALSE
18,10,3/2/12,13865.08,FALSE
19,10,3/2/12,21660.16,FALSE
20,10,3/2/12,38222.12,FALSE
21,10,3/2/12,10887.75,FALSE
22,10,3/2/12,16310.31,FALSE
23,10,3/2/12,24011.93,FALSE
24,10,3/2/12,20564.59,FALSE
25,10,3/2/12,15747.43,FALSE
26,10,3/2/12,8814.53,FALSE
27,10,3/2/12,28508.98,FALSE
28,10,3/2/12,17565.5,FALSE
29,10,3/2/12,7746.33,FALSE
30,10,3/2/12,185.26,FALSE
31,10,3/2/12,14635.12,FALSE
32,10,3/2/12,23207,FALSE
33,10,3/2/12,63.96,FALSE
34,10,3/2/12,13820.16,FALSE
35,10,3/2/12,11475.95,FALSE
36,10,3/2/12,131.36,FALSE
37,10,3/2/12,384.29,FALSE
38,10,3/2/12,441.32,FALSE
39,10,3/2/12,13836.33,FALSE
40,10,3/2/12,16722.43,FALSE
41,10,3/2/12,12007.78,FALSE
42,10,3/2/12,383.11,FALSE
43,10,3/2/12,491.37,FALSE
44,10,3/2/12,180.94,FALSE
45,10,3/2/12,12264.02,FALSE
1,11,3/2/12,22429.17,FALSE
2,11,3/2/12,19342.08,FALSE
3,11,3/2/12,6228.02,FALSE
4,11,3/2/12,23566.61,FALSE
5,11,3/2/12,6708.01,FALSE
6,11,3/2/12,17596.58,FALSE
7,11,3/2/12,16027.41,FALSE
8,11,3/2/12,15860.33,FALSE
9,11,3/2/12,12670.38,FALSE
10,11,3/2/12,28759.56,FALSE
11,11,3/2/12,16524.68,FALSE
12,11,3/2/12,18151.09,FALSE
13,11,3/2/12,20160.11,FALSE
14,11,3/2/12,16005.46,FALSE
15,11,3/2/12,10086.35,FALSE
16,11,3/2/12,11128.71,FALSE
17,11,3/2/12,11950.4,FALSE
18,11,3/2/12,16184.24,FALSE
19,11,3/2/12,15657.3,FALSE
20,11,3/2/12,21487.5,FALSE
21,11,3/2/12,9982.29,FALSE
22,11,3/2/12,8857.1,FALSE
23,11,3/2/12,20944.97,FALSE
24,11,3/2/12,11496.46,FALSE
25,11,3/2/12,10007.56,FALSE
26,11,3/2/12,9644.5,FALSE
27,11,3/2/12,14408.96,FALSE
28,11,3/2/12,13184.84,FALSE
29,11,3/2/12,7422.78,FALSE
30,11,3/2/12,748.51,FALSE
31,11,3/2/12,6946.14,FALSE
32,11,3/2/12,13889.95,FALSE
33,11,3/2/12,149.21,FALSE
34,11,3/2/12,13448.02,FALSE
35,11,3/2/12,9961.84,FALSE
36,11,3/2/12,259.77,FALSE
37,11,3/2/12,1548.94,FALSE
38,11,3/2/12,758.68,FALSE
39,11,3/2/12,19242.39,FALSE
40,11,3/2/12,12705.24,FALSE
41,11,3/2/12,12506.86,FALSE
42,11,3/2/12,796.92,FALSE
43,11,3/2/12,473.35,FALSE
44,11,3/2/12,705.94,FALSE
45,11,3/2/12,11208.05,FALSE
1,12,3/2/12,9612.87,FALSE
2,12,3/2/12,5841.18,FALSE
3,12,3/2/12,1920.25,FALSE
4,12,3/2/12,7092.22,FALSE
5,12,3/2/12,2316.86,FALSE
6,12,3/2/12,6681.49,FALSE
7,12,3/2/12,3421.2,FALSE
8,12,3/2/12,6715.54,FALSE
9,12,3/2/12,5527.75,FALSE
10,12,3/2/12,8629.92,FALSE
11,12,3/2/12,3659.21,FALSE
12,12,3/2/12,5173.26,FALSE
13,12,3/2/12,6255.07,FALSE
14,12,3/2/12,4862,FALSE
15,12,3/2/12,2706.52,FALSE
16,12,3/2/12,2766.91,FALSE
17,12,3/2/12,5898.06,FALSE
18,12,3/2/12,2309.73,FALSE
19,12,3/2/12,4547.02,FALSE
20,12,3/2/12,6255.18,FALSE
21,12,3/2/12,2212.94,FALSE
22,12,3/2/12,2795.58,FALSE
23,12,3/2/12,4392.27,FALSE
24,12,3/2/12,2880.22,FALSE
25,12,3/2/12,2389.91,FALSE
26,12,3/2/12,2983.86,FALSE
27,12,3/2/12,2759.57,FALSE
28,12,3/2/12,2984.53,FALSE
29,12,3/2/12,1741,FALSE
30,12,3/2/12,72.32,FALSE
31,12,3/2/12,2891.99,FALSE
32,12,3/2/12,2693.34,FALSE
33,12,3/2/12,34.33,FALSE
34,12,3/2/12,5093.78,FALSE
35,12,3/2/12,1400.86,FALSE
36,12,3/2/12,32.33,FALSE
37,12,3/2/12,246.23,FALSE
38,12,3/2/12,101.04,FALSE
39,12,3/2/12,4432.8,FALSE
40,12,3/2/12,2988.91,FALSE
41,12,3/2/12,2910.97,FALSE
42,12,3/2/12,77.6,FALSE
